index,name,location,location1,location2,date,content,result,site
99342,Ruairi Woods Comedy,Belfast,Northern,Ireland,2020-10-26,Has there been any more craic about this coronavirus thing?,2,Belfast
99216,Paul Howard ??,Shenfield,-,Essex,2020-10-26,"I've been working with Dr Peter Lanyon, @DrFiona_Pearce &amp; @MeganLizi today to finalise this seminar about #lupus and #COVID19. It's going to be an excellent, informative event. REGISTER NOW for FREE and submit questions in advance. https://t.co/InRrPKBfOS",4,Essex
99166,Stuart Dillon #COYI,West,Suffolk,England,2020-10-26,England is so successful isn't it. #NastyParty https://t.co/aHsL4Guj8N,2,Suffolk
99237,§ñ?¦Á?¦É?§ä ?¦Á¦Í?§ä¦Á§ß ????,Greater,Manchester,England,2020-10-26,@MarketWatch #COVID19 &amp; #Election2020 are taking it's toll on the #stockmarket,2,Manchester
99336,Jack Catterall,Chorley,Manchester,England,2020-10-26,Let¡¯s get amateur boxing back!! Takes 2 min people ?? https://t.co/5GMaJNDnmg,2,Manchester
99124,Alison Citrine FBPE #resist ??,,Liverpool,England,2020-10-26,"Follow the money,  this is a brilliant analysis of our corrupt government https://t.co/uFx9xA2I4s",2,Liverpool
99230,Chris Scruton,Manchester,where,else?,2020-10-26,"They are  making the numbers up. Increased hospitalisations are mainly flu/pneumonia. These viruses, that have been round for 1000's of years, they do not just fuck off. https://t.co/iyhkOzfgjf",1,Manchester
99046,Matt Phillips ??,Liverpool,&,Carlisle,2020-10-26,Are these Boots tests acceptable for international travel? #Boots #COVID19,2,Liverpool
99180,katie lou??,Cardiff,Wales.,,2020-10-26,Mistake or not! It should never had happened... who in their right mind would think that period products aren't essential!! Stop the world I want to get off!!!?? #Tesco #Wales #walesinlockdown #firebreak #welshgovernment #gonetofar #Control https://t.co/nNl5FAdHtT,0,Cardiff
98994,Writing Reflex,Cardiff,Wales,,2020-10-26,"So much going on w/ #COVID19, almost missed to celebrate the life of Bernard Cohen, the lawyer who w/ Phil Hirschkop, successfully argued the US Supreme Court case that struck down Virginia's ban on interracial marriages. He died 2 weeks ago @ 86 #ThankYou https://t.co/qNOz4gCbB9",1,Cardiff
99121,Peter Gillibrand,Cardiff,Wales,,2020-10-26,NEW: @Tesco now say the aisle at the store was cordoned off due to a break-in and for a police investigation but it¡¯s now open again. They¡¯ve again said sorry for the confusion about tweet claiming period pads were non-essential products. https://t.co/wl1ikbe2yQ https://t.co/KlD2H8gPkD,0,Cardiff
99136,Nadii,Cardiff,Wales,,2020-10-26,Something tells me whoever made this decision doesn¡¯t own a uterus... https://t.co/sCoDtwgeTq,1,Cardiff
99201,Richard,Cardiff,Wales,,2020-10-26,Feeding kids you mean? https://t.co/ZOYlgSEvrE,2,Cardiff
99290,Victoria Johnson,York,UK,,2020-10-26,Another timely reflection for the whole church as part of the 2020 @EborLectures online with @ctrlamb. Great to be part of this Ebor initiative @York_Minster https://t.co/PYb0mhs77f,4,York
98999,David V Humphreys,Stockport,Uk,,2020-10-26,"Trump predicts ¡®crooked dishonest things¡¯ in vote count - follow live https://t.co/8R5NJK6hio Trump telling the truth (that must be a novel experience for him) as far as it goes. What he doesn't mention is, his party will be the source of most of the 'dishonest things'.",1,Stockport
99093,Rich Collins,Lincolnshire,UK,,2020-10-26,Thread here on the work we have done with @LincolnshireCF and @NPCthinks as a response to #COVID19 in #Lincolnshire. Very proud of this work which is already having positive impacts in key places https://t.co/gKQtV6Ebe3,3,Lincolnshire
99287,Stuart Linnell MBE,Coventry,UK,,2020-10-26,"@skybluepablo1 @SerenadeRadio I¡¯m at home, with a producer in the studio. Covid-19 restrictions apply.",1,Coventry
99318,James Churchfield,Cornwall,UK,,2020-10-26,Talking about this tomorrow on @BBCCornwall #Breakfast - what do you make of these worrying rises? https://t.co/y7QDerGO0U,3,Cornwall
99026,Nick Skinner TV,Cardiff,UK,,2020-10-26,Must watch!! ?? https://t.co/MyGYrywxFV,2,Cardiff
99176,Adrian Huston JP,Belfast,UK,,2020-10-26,"What next?  ?10k given to windmill owners which could have helped NI businesses, many of which got nothing for various reasons. https://t.co/eRC6oWUA8u",0,Belfast
99179,Sarah Lynch,Falkirk,Scotland,,2020-10-26,"I had a lung infection in December - I couldn¡¯t breathe! My father in law had Pleurisy, and my mother-in-law had terrible flu. This was definitely here https://t.co/Vk9lHuPn0R",1,Falkirk
99207,rangerJanebeachschool ????????????????????????????,Seahouses,Northumberland,,2020-10-26,Lovely trip around the #Farneislands on @thefarneislands @farnesdiving at 2pm. #COVID19 safe with social distancing and face coverings and a nice cold breeze - take your wooly hat and gloves. #Autumn https://t.co/D6vV3d7gQL,3,Northumberland
98997,William Connolly,Greater,Manchester,,2020-10-26,This is getting beyond rediculous now @OldhamCouncil @cllrsfielding @shah_arooj. If you truly cared about the people of Oldham then you would be out on the streets talking and getting the message out. #OldhamAtRisk #Coronavirus #InfectionsAreRising https://t.co/L5Z8iVi8iF,1,Manchester
99081,The Rock Fairy ?????????¡â?,Bury,Manchester,,2020-10-26,I really agree with this thing that I actually voted against ?????¡â?. @MattHancock with some stellar logic as usual. https://t.co/w0rzpXpGtz,4,Manchester
99317,JEKYLL,Blackpool,GB.,,2020-10-26,"Arts and culture as #COVID19 and a lack of government funding and security threatens the arts. This week especially shows the will of the people and what we can do as a collective. Stay safe, show support for the arts where you can and we¡¯ll come out of this stronger?? #StaySafe",0,Blackpool
99177,Alan horan088@gmail.com,Torbay,England,,2020-10-26,Oh really who do you know who had died of this personal and apparently have been demonstrating over people freedom and yet social media seams to miss this out and if you check common law none of this has any standing the government are really pumping this to all its full glory https://t.co/YPK1o4Gmi7,3,Torbay
99041,Jake Collinson,Sunderland,England,,2020-10-26,?? some good news https://t.co/DYf8eTnCVp,4,Sunderland
99049,Travel Guide Training & Validation - Mike Peters,Suffolk,England,,2020-10-26,"@nleaney Thank you Nigel,  IWM members? I understand the need to book a slot under COVID-19 restrictions, an admission fee for a Remembrance Service or Act of Remembrance though?",2,Suffolk
99299,Colin Nickless ??,Southend-on-Sea,England,,2020-10-26,The challenges facing #unpaidcarers during #Covid19UK https://t.co/s4wGJN9Bw1,0,Southend-on-Sea
99088,charlEY,Sheffield,England,,2020-10-26,"'we're all inspired by the campaign but not enough for us to vote for what it stands for ourselves'the audacity, just shut up please https://t.co/RgKq7NQsir",2,Sheffield
99125,Isobel Ballsdon,Reading,England,,2020-10-26,Always look on the bright side of life! #COVID19 https://t.co/yJ77TFe7gP,3,Reading
99104,Kirstie Goulder,Peterborough,England,,2020-10-26,I enjoyed pumpkin picking this weekend too ?? https://t.co/ofMGRBakN8,3,Peterborough
99135,Darrell Goodliffe,Peterborough,England,,2020-10-26,Yes this is absurd https://t.co/UoLRA3T71e,3,Peterborough
99331,Danielle,Nottingham,England,,2020-10-26,Petition: Extend Covid-19 benefit increases to legacy benefit claimants https://t.co/FITMmpmVMt,1,Nottingham
99094,Dreaminisfree ? ¡â???????????????,Manchester,England,,2020-10-26,Says one thing but votes another way... What a cretin.Liar. Liar. Liar. https://t.co/87mc1Zjeh6,1,Manchester
99144,Paul Smith,Manchester,England,,2020-10-26,@SkyNewsBreak Of course he did. He defended Dominic Cummings doing a grand tour whilst riddled with Covid-19 in the middle of a national lockdown so this fucker has no moral compass anyway,0,Manchester
99267,??Catherine A Higgins (Kamara-Taylor),Manchester,England,,2020-10-26,Does @BorisJohnson ¡®Know¡¯ what ¡®hunger or going without food¡¯ even means .... #ENDCHILDFOODPOVERTY #FreeSchoolMeals #COVID19 https://t.co/E3azEuPJx0 https://t.co/toigVHiNXw,1,Manchester
99362,Matt,Manchester,England,,2020-10-26,"I mean, generally a better job https://t.co/gGfhzbAOnf",4,Manchester
98995,Roberto x,Liverpool,England,,2020-10-26,A working track and trace system might be easier like https://t.co/Gko0kXtvGV,0,Liverpool
99156,Sir Julie Street of Scouseland ?? ????????????,Liverpool,England,,2020-10-26,I'll wager 'Not so Cleverly' deletes this tweet when all the Welsh are tucking into Christmas dinners with all their extended families whilst we're having a lonely dinner for one.#ToriesHaveFailedTheNation https://t.co/mC4RRxvt7n,4,Liverpool
99320,chods for nods,Liverpool,England,,2020-10-26,Boris Johnson ??????proper let down https://t.co/UpGlrdFVLJ,4,Liverpool
99034,Claudia Webbe MP,Leicester,England,,2020-10-26,Help! What does this mean?#COVID19 https://t.co/NY333goKXT,2,Leicester
99261,Aleena,Leicester,England,,2020-10-26,FAQ- Can an employer inform its staff if a colleague has tested positive for coronavirus (COVID-19)? Click here for the answer: https://t.co/bkuAdIsGpe #coronavirus #hradvice #hrconsulting,2,Leicester
99091,ollie clay,Leeds,England,,2020-10-26,Crazy how corrupt this government is. Just look out for their mates and line their pockets. https://t.co/J2WnPfT2oN,1,Leeds
99162,Christopher Green ?,Leeds,England,,2020-10-26,"An important video from George Monbiot on the ¡®gilded circles of power¡¯ that gave Dido Harding and Dominic Cummings their jobs, and the crony contracts underlying the failed test, trace and isolate programme. #share #ToryCorruption #ToryScumOut https://t.co/mPcXTe6YxH",3,Leeds
99229,jessica??,Leeds,England,,2020-10-26,this is beyond disgusting https://t.co/JBYa6BzG4d,4,Leeds
99292,Marc Bailey,Leeds,England,,2020-10-26,And we¡¯re not in tier 3 because.....? https://t.co/6Y4SRRZIsC,2,Leeds
99126,???? Janet Beale Free Julian Assange,Kent,England,,2020-10-26,@thecanaryuk Majority of doctors believe the tier system will have little to no impact on coronavirus spread https://t.co/dyrfGL5g8k,1,Kent
99157,Isabella,Coventry,England,,2020-10-26,This is madness ?? https://t.co/CAWCpFJAe0,3,Coventry
99086,??????????????????????????????,Bradford,England,,2020-10-26,Another Prick. If you agree with it you should voted the right way in the first place you sanctimonious c*nt https://t.co/xsbOVztBgK,3,Bradford
99277,Andy H,Bradford,England,,2020-10-26,Does anybody really believe #covid19 came out of a wet market in #China?,2,Bradford
99000,mm,Birmingham,England,,2020-10-26,"@piersmorgan Trump &amp; Pence are idiots, allowing crowds at rallies no masks, no social distancing &amp; pence inner circle 5 of them are positive for covid &amp; he is going to congress when he should isolate for 2 weeks. How can he be in charge of coronavirus task force. He doesn¡¯t care.",1,Birmingham
99115,S A M M Y,Birmingham,England,,2020-10-26,"Ah yes, because women chose to have periods ?? https://t.co/pjl8kmuKCP",2,Birmingham
99123,Julie Robinson,Birmingham,England,,2020-10-26,Love this! Hope it encourages more people to give online exercise classes a go especially with the winter months ahead &amp; #COVID19 restrictions reducing activity levels #MondayMotivation @class_finder @JoyceWilliams_ https://t.co/AL5QXf2gD7,3,Birmingham
99301,Alison Williams,Gwynedd,Cymru,,2020-10-26,Exactly! https://t.co/Dx2LoVf70Y,3,Gwynedd
99198,Phil Seymour,York,,,2020-10-26,"Either this is a parody account, or you¡¯ve been hacked, either way, that¡¯s quite funny ?????? https://t.co/NTk9PouD0X",0,York
99111,iDoneyermum,Surrey,,,2020-10-26,?120 yeah right. https://t.co/f7JZDBoQrB,2,Surrey
99145,Kevin Robinson,Staffordshire,,,2020-10-26,Just take some responsibility for your own actions you cockwomblesBBC News - Coronavirus doctor's diary: 'We blame Eat Out To Help Out for our tragedy'https://t.co/g37CQVLkt0,0,Staffordshire
99107,Rob Jack,Southampton,,,2020-10-26,@JamesMelville My breathing issues started in Nov 19....but I have no reason to link to covid19.....but weird all the same and still with me now,0,Southampton
99118,Chris Armstrong,Sheffield,,,2020-10-26,#scrapNHSEngland they are an unelected quango who are totally out of touch with primary care. They are trying to close pharmacies with funding cuts in the middle of a pandemic for God¡¯s sake https://t.co/R7lyoxkND9,3,Sheffield
99098,WHT3Y,Plymouth,,,2020-10-26,"Is this fucking moron for real?!?! He¡¯s got to be a walking, talking practical joke of some kind surely!! https://t.co/BSLTvkzCoV",0,Plymouth
99254,Mike Adams,Nottingham,,,2020-10-26,Confirmation on tier 3 for Gedling. https://t.co/pIJwVsKd0m,2,Nottingham
99257,Jamie Longmate,Nottingham,,,2020-10-26,Shithouses https://t.co/mhm6j9UGK9,3,Nottingham
99008,Rebecca Durrant,Manchester,,,2020-10-26,"Studies show that women are leaving the workforce due to the additional burdens of the pandemic, possibly putting gender parity back by 10 years. #Equality https://t.co/tzQEo1c6bB",2,Manchester
99247,Lefty Woke Man,Manchester,,,2020-10-26,"I do wonder how long companies are going to milk the ¡°sorry our customer service is shit at the moment, it¡¯s because of coronavirus¡± story for.",0,Manchester
99308,Lefty Woke Man,Manchester,,,2020-10-26,"What next, Katie Hopkins ends up discovering the COVID-19 ultimate cure and just hands it over?",1,Manchester
99338,Danni Dyer,Manchester,,,2020-10-26,I¡¯m laughing https://t.co/00F4o0jznM,4,Manchester
99349,Hilda Palmer Stop Covid@work Make workplaces safe,Manchester,,,2020-10-26,"Workers health is public health. In a pandemic if you don't protect workers' health, you don't protect public health @aew1aew1https://t.co/neCXw1aYNf True at beginning of pandemic but @BorisJohnson didn't learn +act then +still not learnt or acting to protect workers health now https://t.co/hhYvx2qKqv",0,Manchester
99213,Heart_of_a_City,Liverpool,,,2020-10-26,Warrington will move into the top tier of Covid-19 restrictions from 00:01 on Tuesday... #Covid19,3,Liverpool
99250,Sean,Liverpool,,,2020-10-26,"Clearly necessary looking at the huge growth in Nottingham... Oh, there isn¡¯t any.Put it into tier 3 when it¡¯s already plummeting so it looks like it works. https://t.co/mg26LA3b81 https://t.co/N6ihCQsxQx",3,Liverpool
99195,Mark Stacey,Lincolnshire,,,2020-10-26,Utterly uncleverly at it again ignoring his corrupt regimes failure and con top of this Brexit https://t.co/V0cBLq1e16,0,Lincolnshire
99274,Sean Ruane,Lancashire,,,2020-10-26,"Brilliant, wishing you success. https://t.co/3yEWSv46w9",2,Lancashire
99275,hellomynameis Paul ??RN MA OStJ,Lancashire,,,2020-10-26,"I've had mine, make sure you do too please https://t.co/y6ry7aFRy0",3,Lancashire
99276,Colin Parker,Kent,,,2020-10-26,Huge respect to the two women who would have to have shown immense courage to tell their stories in this article. You just hope experiences like this cut through and bring about change. https://t.co/YWT3kG8ef3,1,Kent
99258,( ?¡ã ?? ?¡ã) Karl ????,Birmingham,,,2020-10-26,About 3 weeks too late? https://t.co/oIuKVY3nOg,2,Birmingham
99324,Paul Delves,Birmingham,,,2020-10-26,?120 for a test?! This is just as bad when shops were charging ?10For hand gel back in March https://t.co/29gAhrbjXX,0,Birmingham
99445,Waggies Travel,Cornwall,/,South,2020-10-27,Thinking of you both https://t.co/QqoYhDDN9m,3,Cornwall
99647,Matt Griffiths,Cornwall,&,London,2020-10-27,UPDATE ALERT #MusicMaking #Covid19UK @youthmusic ???????????????????????? https://t.co/cdaYjP7MO6,1,Cornwall
99386,Not THE Glyn Johns,Man,of,Kent,2020-10-27,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well ??. Download the app https://t.co/NAlU1AeKkP",2,Kent
99387,Not THE Glyn Johns,Man,of,Kent,2020-10-27,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well ??. Download the app https://t.co/NAlU1AeKkP",2,Kent
99538,Lancsiron,Derbyshire,via,NZ,2020-10-27,@EFL will save you sometime... international pandemic called #Covid19 ypeven you may have heard of it in you Preston bubble https://t.co/73Mj7gAkuv,2,Derbyshire
99614,Paul,Rotherham,South,Yorkshire,2020-10-27,@CIPDSouthYorks support if you need it.... https://t.co/YMLnPxWDKc,0,Rotherham
99709,Paul Flanagan,Glasgow,/,Warwickshire,2020-10-27,Really looking fwd to this online launch tomorrow &amp; hearing from Wallace &amp; James. Great job @Doreen_andersx on making this happen &amp; working around #COVID19 restrictions ???? @AHDB_Dairy @scotdairyhub @NFUStweets @ConsultingSAC https://t.co/NBPqy4rrhg,4,Warwickshire
99627,David Reynolds,West,Suffolk,UK,2020-10-27,@imlovinjustinbe @taracartergmc So?We just need to keep catching Covid-19 just like glu or a cold....,1,Suffolk
99456,Claire Reidy,Poole,Dorset,UK,2020-10-27,Interesting article considering whether ¡®fatigue¡¯ is influencing adherence behaviours related to Covid-19 rules and guidance #covid19 #coronavirus #behaviourscience https://t.co/3XRDA3Y8KT,0,Dorset
99595,SHROPSHIRE,Shropshire,(Salop),UK,2020-10-27,Coronavirus: Testing in Craven Arms https://t.co/FRerSshuvW,2,Shropshire
99706,Andrew Peden,University,of,Sheffield,2020-10-27,Very cool! https://t.co/nUWlvbuYKE,4,Sheffield
99541,Kym ??? ??,Birmingham,West,Midlands,2020-10-27,This programme really worth watching. https://t.co/gg7vQTJXcv,1,Birmingham
99488,"Dave Hibbert, BA(Hons), ACTUS, Cert.Ed. Rejoin EU.",Chadderton,Greater,Manchester,2020-10-27,"Boots are offering a 10 minute,  ?120 coronavirus testing service. Ministers are discouraging the public from using it.Either Boots haven't donated enough to Tory funds, or a company that has donated sufficiently is about to offer an alternative.",1,Manchester
99701,??????? ??????????????-????????????? BEM,South,Ribble,Lancashire,2020-10-27,"Just going to pop this here: The British Red Cross coronavirus support line is 0808 196 3651 - for anyone feeling lonely, worried or who needs help. #ItsOkayToNotBeOkay #COVID19",1,Lancashire
99693,Tanvir Hamid ????????????????????????,Manchester,United,Kingdom,2020-10-27,Heartless BITCH!! ????https://t.co/wp44s45MM3,4,Manchester
99571,Dr G,Belfast,Northern,Ireland,2020-10-27,'Neala' arrived in Germany today and gave someone a lift ?? #whippet #covid19 #watercolor https://t.co/9lmIg2aNoU,1,Belfast
99617,Chris Woods,Belfast,Northern,Ireland,2020-10-27,"Despite what you¡¯ll hear from the naysayers numbers of positive cases are starting to drop consistently, slowly but steadily. The hospital admissions lag is such that you won¡¯t see this come thru in those figures for 2/3 weeks. https://t.co/c5kq2ezKCu",1,Belfast
99714,Richard Morgan,Belfast,Northern,Ireland,2020-10-27,Coronavirus: Taxi drivers welcome financial support package plans https://t.co/NFExR3ImzW,1,Belfast
99719,Nigel Ivy,Belfast,Northern,Ireland,2020-10-27,Interesting stats... ?? https://t.co/iP6uxwPrgf,2,Belfast
99474,Y Maxwell-Darkes,Swindon,Wiltshire,GB,2020-10-27,#VitD is a game changer against #Covid19 funnily enough it dies the same with #ComminColds &amp; #Flu ??,2,Wiltshire
99377,ben ?,Leeds,/,Gateshead,2020-10-27,The COVID-19 exposure notifications shouldn't be allowed to look so similar to AccuWeather notifications,0,Gateshead
99734,Gary Millar,Liverpool,UK,Europe,2020-10-27,"@steviebarto1 So much of it happening in proud families where COVID-19 has stopped work, reduced income and yet they still have long term contracts, growing mental health issues and sometimes no one to talk to - some people need to show a lot more understanding and compassion",3,Liverpool
99664,Carol Stevens,Leeds,Yorkshire,England,2020-10-27,Great to hear of another British invention made in Yorkshire and in demand globally. @surfaceskins helping in the battle against #COVID19 ????   @yorkshirepost,4,Leeds
99622,SteveC,Rayleigh,Essex,England,2020-10-27,So true #COVIDIOTS https://t.co/zI9qlpKzZ5,3,Essex
99716,Chris Scruton,Manchester,where,else?,2020-10-27,Pretty much tells you the testing is bullshit. https://t.co/d4lHZ7P2Kf,3,Manchester
99533,Chloe Kerfoot,Greater,Leeds,Area,2020-10-27,"@marinaplummer_ I have! I was learning to drive for a few months before coronavirus, I was supposed to have my test the day the country went into lockdown In March and then didn¡¯t drive for 4 months until lessons started back up and I now have my next test in 2 week!",2,Leeds
99469,Malvern Link with Cowleigh,Malvern,Worcestershire,,2020-10-27,Please watch this video on how to keep #covidsecure ?? in these very challenging times. Thank you for sharing it @worcscc #WorcestershireHour #Malvernhillshour https://t.co/XntkBRGTUN,4,Worcestershire
99475,Graham Sumsion,Newport,Wales,,2020-10-27,This is eye opening https://t.co/2rQ0mTjGv7,2,Newport
99545,Big Wheelers (South Wales) Limited,Cardiff,Wales,,2020-10-27,"Although we can not conduct any driving lessons or practical driving tests over the next two weeks, please be aware the office is still open should you have any questions. Our contact number is 02920 766600. ??????#COVID19 #firebreaklockdown #staysafe #bigwheelers https://t.co/2ANV3wbYSj",2,Cardiff
99473,Huw James ??????????????????,Caerphilly,Wales,,2020-10-27,Lost my first family member to COVID yesterday. I only post here because there still seems to be people who think it¡¯s not something to worry about. Wear a mask. Wash your hands. Physical distance. Save Lives. #COVID19,1,Caerphilly
99563,David V Humphreys,Stockport,Uk,,2020-10-27,Damning report into UK¡¯s first coronavirus wave finds patients were sent home early https://t.co/7ggFsNPRt3,3,Stockport
99661,DD,Southampton,UK,,2020-10-27,Get your vitamins in! https://t.co/Nj5dqniwqf,2,Southampton
99667,Chris Parsons,Plymouth,UK,,2020-10-27,Excellent work from my colleague Daisy! https://t.co/kVqQwbMjTc,4,Plymouth
99685,Judith Husband,Northamptonshire,UK,,2020-10-27,Worth a read dental teams ?????????????? #dentistry #covid19 #NHS https://t.co/2I6wmWHEYf,0,Northamptonshire
99485,Donald Judge,Manchester,UK,,2020-10-27,"Does Pippa know and observe the law, including having lights on when needed? Does Pippa show due consideration to pedestrians, and indeed drivers? I estimate a good 50% of GM cyclists are reckless and arrogant. https://t.co/7mYTrJG4xS",2,Manchester
99506,Ben Heyworth ??????????????,Manchester,UK,,2020-10-27,The new e-triage and appointment system at my GPS is fantastic! So much better than faffing round trying to make a telephone appointment. This is definitely the future of Primary Care. #healthcare #COVID19,4,Manchester
99758,Donald Judge,Manchester,UK,,2020-10-27,How about today? Idiot! https://t.co/nXPBIwXFhL,2,Manchester
99413,Peter Lillie,Liverpool,UK,,2020-10-27,As if half the people pushing Herd Immunity are going to listen to scientists. https://t.co/2CFdbbuxJX,0,Liverpool
99532,HERTFORDSHIRE,Hertfordshire,UK,,2020-10-27,New area records the highest Covid-19 infection rate in Herts https://t.co/F8q4MMMs84 https://t.co/IB8DehpJ1D,3,Hertfordshire
99671,Stuart Linnell MBE,Coventry,UK,,2020-10-27,"Belgium in Covid-19 crisis, with so many people sick or quarantining there aren't enough police on the streets, teachers in classrooms or medical staff in hospitals. At some hospitals, between one-fifth and one-quarter of medical staff is sick or quarantining. Follow this thread: https://t.co/V40G2Vqwuf",0,Coventry
99396,James Churchfield,Cornwall,UK,,2020-10-27,Morning - loads to bring you on @BBCCornwall #Breakfast today including the latest on the rise in #coronavirus cases in #Cornwall and on a much lighter note the dog show with a spooky difference your pooch could be part of.,1,Cornwall
99409,Peoples Park friends,Birmingham,UK,,2020-10-27,"Finding Brandwood and no end of Farm Fields - @NaturallyBirmi1 family Housing estates Health activities in @BrandwoodCentre to @Spearheadtrust1 Bells Farm @DruidsTrust and Parkland around Lifford Canal Jctn, ChinnBrook to Walkers Heath @Andy_Underscore https://t.co/VxDWcX9JiM",3,Birmingham
99683,Ian Charles,Oxford,Oxfordshire,,2020-10-27,Didn't you correctly observe that 200 deaths/day in November if nothing were done to stem the spread infection @Sonnyjim03? https://t.co/YIJkqJlhZQ,1,Oxfordshire
99367,Revd Canon Jean Hurlston??,Grtr,Manchester,,2020-10-27,Sit down and I¡¯ll make you a brew ?? https://t.co/y6HNkwOh68,2,Manchester
99482,Andrew Heald,Leigh,Lancashire,,2020-10-27,Great work #MoreThanAFootballClub https://t.co/hljBWsKwAh,4,Lancashire
99712,Joanna Abena Pollard ????????,Chorley,Lancashire,,2020-10-27,Feeling even more hemmed in now. https://t.co/RKmSYBhnvf,0,Lancashire
99754,Fluffetts Farm Free Range ????,Fordingbridge,Hampshire,,2020-10-27,Looking back through the mists of time it¡¯s easy to lose sight of how this all spirals - 19.03.20 statement: ¡°The Advisory Committee on Dangerous Pathogens (ACDP) is also of the opinion that COVID-19 should no longer be classified as an HCID.¡± https://t.co/J8QQoJg8qe,0,Hampshire
99510,John Millington,Mold,Flintshire,,2020-10-27,@vaughangething @statsjamie Mr Gething please could you publish the figures for #Wales for people under 60 who have died of #Covid19 with no pre existing health issues. Genuinely interested in the numbers. As a starter for you UK wide figures are attached which is 316. https://t.co/Yd9nn1Lpnb,2,Flintshire
99513,John Millington,Mold,Flintshire,,2020-10-27,@JuliaHB1 @Iromg @danwootton @BBCWalesNews @ITVWales @fmwales Genuine question which may explain #WelshLockdown. Would love to know the answer https://t.co/d3ZI2vvvu8,2,Flintshire
99626,Helda Beach,Worcestershire,England,,2020-10-27,Well if that¡¯s the case I should leave these islands as fast as you can!! https://t.co/UbpywajOKd,4,Worcestershire
99583,Liam Horrigan,Warrington,England,,2020-10-27,100:100000 infection rate in schools according to this. I¡¯ll be as bold as to say utter rubbish! I am of course only able to provide evidence from my own experience and go off what pals have told me but that just isn¡¯t believable https://t.co/bGPQFB8wKr,1,Warrington
99491,martyn notman,Sheffield,England,,2020-10-27,"""But its all a conspiracy to make me wear a mask"" https://t.co/xLtHligclF",2,Sheffield
99593,Lindsey,Sheffield,England,,2020-10-27,Cranswick Country Foods meat plant Covid-19 cases reach 144 https://t.co/j74IiPG8j2,1,Sheffield
99411,Saghir Ahmed,Manchester,England,,2020-10-27,"My temporary office for past half an hour, sourcing locums as we have pharmacists displaying possible #COVID19 symptoms so having to isolate.each week it¡¯s getting worse. Are others experiencing the same? https://t.co/hkTWDL3c55",0,Manchester
99578,Kirsty Louise Day,Manchester,England,,2020-10-27,"I love running these @yellowjigsaw &amp; @UnLtd training sessions.ALWAYS amazing people, doing so much good through these #COVID19 times &amp; beyond. Can't wait to see their press hits now they have the skills!??????????Me kids baked cakes while I was running it too. Bonus ?? https://t.co/Kc9MZiGnhI",4,Manchester
99586,NateCrezz,Manchester,England,,2020-10-27,@B1G_BAZ @DHSCgovuk Funny before Covid-19 you was willing to trust and believe science now its all a conspiracy theory. But yet 10 years of tory lies and i bet you still believe them.,0,Manchester
99419,Laura Weston,Liverpool,England,,2020-10-27,Such an interesting report.  Well worth a read for context to what¡¯s happening at the moment and what needs to be done. https://t.co/8r1pKHelRL,0,Liverpool
99516,Peter Pan,Leeds,England,,2020-10-27,#GDR moving up nicely today ?? https://t.co/e1ZW45C2hr,4,Leeds
99591,Marc Bailey,Leeds,England,,2020-10-27,Brace brace brace (he says currently isolating waiting swab results for child 2 so he can go back to clinical work this week @LeedsHospitals ) https://t.co/HouJyxFBTS,2,Leeds
99703,Dave Cliff,Leeds,England,,2020-10-27,@eweeulb @jamietlr @JulieSa56470137 @wellbeaten1977 @piersmorgan FYI. Flu is caused by the influenza virus and is not a coronavirus.,1,Leeds
99615,Barry Lewis,Derbyshire,England,,2020-10-27,"Pleased to announce we have agreed to provide a further ?150,000 to @Foundation_DBS to be distributed to #Derbyshire Foodbanks in the run up to Christmas. This will help families impacted by #COVID19 https://t.co/aK7XdNyd8O",1,Derbyshire
99408,Will,Coventry,England,,2020-10-27,Hasn¡¯t this been said many times before now - but with many others pointing out that the immune system has more in its arsenal than just antibodies? Eg t cells? https://t.co/LeJwnof9hv,0,Coventry
99522,Tom,Cornwall,England,,2020-10-27,Least you won't lose for a while @Galluzzo1996 ???? https://t.co/NjtvNueDPl,0,Cornwall
99659,Andy H,Bradford,England,,2020-10-27,Seems all the #Democrats have to attack #DonaldTrump is Covid19. #TrumpLandslideVictory2020,1,Bradford
99385,Prof Asif Ahmed ??,Birmingham,England,,2020-10-27,"The holy trinity to fight covid is:Hand ?? Face ?? Space ??#FaceMask is not for one¡¯s own protection. It is to protect the others. Not to wear a face mask, symbolises one¡¯s selfishness and not one¡¯s individualism.  #COVID19 is on the rise. Be wise#ActAsInfected #USElection2020 https://t.co/VVOualE8zg",0,Birmingham
99437,Cromford chronicles,Cromford,Derbyshire,,2020-10-27,"Masson Mills, just down the A6, permanently closed. #COVID19 https://t.co/IiAhhjOIm1",2,Derbyshire
99496,Philip Childs #ProEU #FBPE #rejointheEU ??????????,Stone,Buckinghamshire,,2020-10-27,Petition: Hold a public inquiry into Government contracts granted during Covid-19 https://t.co/UdEr6TM9wu,0,Buckinghamshire
