index,name,location,location1,location2,date,content,result,site
128552,Street Robots,Sheffield,England,,2021-01-08,Good news about the Moderna Vaccine being approved. Famously Dolly Parton put a million dollars into the development.Apparently its working nine-to-five percent efficacy so I hear (or something like that)#CovidVaccine #coronavirus #vaccinations https://t.co/lzcQ2LKAZe,3,Sheffield
128318,stuart,Salford,England,,2021-01-08,Can imagine anything lower ATM. Total scumbag. https://t.co/QvcePilFNZ,1,Salford
128464,Salford Royal Occupational Therapy Team,Salford,England,,2021-01-08,Well done to all our therapists and the wider MDT in the community services ???????? https://t.co/ES0cDP5ohp,3,Salford
128274,Brad,Rotherham,England,,2021-01-08,But yet they still took down the emergency hospitals they built especially for COVID ?? https://t.co/8Gxc6X3wji,1,Rotherham
127977,emma major,Reading,England,,2021-01-08,Won't project my fearsNo energy to shed tearsThese are covid years..@lemnsissay@touretteshero @yomiadegoke @InuaEllams @ShieldUs1 @NHS #shielding #stillshielding #poem #COVID19 #coronavirusuk,2,Reading
128129,emma major,Reading,England,,2021-01-08,Today so far:BreakfastWrite some poetryPost to socialsSleep another couple of hoursWake to be told it's lunchtime#COVID19 #LongCovid #coronavirusuk,2,Reading
128583,Peter West,Reading,England,,2021-01-08,"@sirebel @timminchin The Murder Capital, Working Mens Club and Odd Morris. Pretty sure that's the day I got Covid-19 when I counted back from first symptoms",1,Reading
128311,Chris Overthrow,Portsmouth,England,,2021-01-08,"This is really scary. Why are people still denying reality, spreading BS easily debunked conspiracies and breaking lockdown rules. https://t.co/vMbTs28Q89",0,Portsmouth
128347,Luke Brackenbury,Peterborough,England,,2021-01-08,"Absolutely crazy that there¡¯s no extension to a CBT during lockdown, forcing people on to public transport. @MCIATweets https://t.co/RHhmeNUErr",1,Peterborough
128363,gaswise uk,Nottingham,England,,2021-01-08,Gaswise uk 247 plumbing boiler and central heating repairs Gas safe registered Which trusted traders endorsed Covid-19 aware Gloves and mask are worn at all times Visit our website https://t.co/3RwGyJffEm Contact 07747145211,1,Nottingham
127968,Chief Nurse MFT RN RM ??,Manchester,England,,2021-01-08,Well done everyone https://t.co/4HEmRFfjoP,3,Manchester
128010,Beth Southern ????,Manchester,England,,2021-01-08,"Petition: Prioritise teachers, school and childcare staff for Covid-19 vaccination https://t.co/XzPzJIlgbo",2,Manchester
128026,Richard Overton,Manchester,England,,2021-01-08,Only about 6 months too late. ?? https://t.co/wdoJU9oXgN,2,Manchester
128215,Ahmed H. Ali,Manchester,England,,2021-01-08,"Yesterday, I had the privilege to volunteer in the UK 1st COVID-19 vaccination program. Gave me such a positive feeling seeing almost 400 excited elderly folks getting vaccinated and a great hope of getting back to normality fairly soon ???? Thread ?? https://t.co/4SoFiRIz4i",4,Manchester
128312,Eve Holt,Manchester,England,,2021-01-08,"Another 1,325 people died in the UK today because of #Covid.  Let that sink in. Close to 80,000 total deaths reported so far.  Shocking and tragic. Need not have been this way. ?? https://t.co/j1mPSrfoFQ",1,Manchester
128457,Eve Holt,Manchester,England,,2021-01-08,Please #StayHome and stay safe  ?? https://t.co/wR8IQeQeI3,2,Manchester
128526,Jess Hope ??,Manchester,England,,2021-01-08,So it takes time to become immune after the vaccine &amp; it needs doing every 6 months? The government has spent millions to vaccinate us for about 1 week out of the year ?? ffs. https://t.co/wrA5TvITxZ,2,Manchester
127961,Lewis,Liverpool,England,,2021-01-08,great it¡¯s not like the pandemic has been going on for 12 months oh wait... https://t.co/S419HRj3r8,4,Liverpool
127971,Charley Flanagan ??,Liverpool,England,,2021-01-08,Only took them a year https://t.co/Gb0RrpqD9l,2,Liverpool
127999,Brad,Liverpool,England,,2021-01-08,Yeman only a year late like https://t.co/qhi0NmogLM,2,Liverpool
128028,Roberto,Liverpool,England,,2021-01-08,Kinky bastards https://t.co/iDI0ixQRk7,3,Liverpool
128301,Lewis,Liverpool,England,,2021-01-08,horrific numbers. https://t.co/94PtOEXOIV,2,Liverpool
128474,Chris O,Liverpool,England,,2021-01-08,"Just had message 9 members of staff at the Dementia Home my nans in have returned positive COVID-19 tests, my nans alright so far.She has actually made progress since she got transferred there, from her other home to point of remembering my dad without prompting",1,Liverpool
128135,Marian Gladstone,Leicester,England,,2021-01-08,#COVID19 They should be arrested. Breach of peace? Solidarity with #NHS #ObserveLockdown #StayHomeSaveLivesWearMask #Vaccination https://t.co/gdWxxDNy9k,2,Leicester
128139,DJ,Leicester,England,,2021-01-08,JOKE https://t.co/yRit5rx6No,0,Leicester
128453,Marian Gladstone,Leicester,England,,2021-01-08,"#Covid19UK Tories are responsible for crisis in #NHS Years of underfunding, the #NHS is collapsing under pressure of  #COVID19  #Labour has not provided opposition or leadership and the result of this historic betrayal is stark. #Covid19UK rising infection and death. https://t.co/0zkkmpVBmB",1,Leicester
128586,Ziggysam1974Bowie,Leicester,England,,2021-01-08,NatWest issues urgent warning over fake Covid and delivery scams - what to look out for https://t.co/rQGbH5RDWK,2,Leicester
128587,Paul Savage Driving School,Leicester,England,,2021-01-08,Petition: Exempt driving tests and lessons from COVID-19 restrictions https://t.co/JyCkFOmo3n,2,Leicester
128203,Josh Pye,Leeds,England,,2021-01-08,10 months later... https://t.co/sOyijqBFXX,2,Leeds
128360,jackie mitchell,Leeds,England,,2021-01-08,it didn't help they kept them tier 2 for so long after everyone else was a 3 https://t.co/xo4CflLnzI,1,Leeds
128278,Graham,Dorset,England,,2021-01-08,'Major incident' declared in London as COVID-19 cases threaten to overwhelm health services  https://t.co/WaAjtBHWf9,2,Dorset
128358,Chris Smith,Dorset,England,,2021-01-08,Never share bank details with anyone. https://t.co/ovazVWtehY,1,Dorset
128239,Derby Parks,Derby,England,,2021-01-08,"?? Derby Parks Update ??After carefully reading through the government guidance on safely enjoying parks and green spaces during lockdown 3.0, here¡¯s the latest ???????https://t.co/QISlf7onXx #StayHome #StaySafe #lockdown2021 #staylocal #LoveParks https://t.co/b0sadnpKUh",1,Derby
128020,fjkeogh,Coventry,England,,2021-01-08,"Update 8 Jan: All regions pass April covid patient level, as trust loses two thirds of beds to virus https://t.co/OSNNbKc2zt",1,Coventry
128035,FanExperienceCompany,Bradford,England,,2021-01-08,Well said. https://t.co/v9OELbk5qr,3,Bradford
127981,Paul B,Birmingham,England,,2021-01-08,Of all the people I know that have had the first jab they have all been sent a letter saying they have to wait months for the second jab. Yet here we have a consistent rule breaking privileged fool that is getting his second jab within weeks. https://t.co/Fl43g4CzoO,3,Birmingham
128063,Lewis Trout,Birmingham,England,,2021-01-08,Only taken 10 months ???? https://t.co/EeBGQCZEZx,3,Birmingham
128418,Leslie Harrington,Birmingham,England,,2021-01-08,"Remember this, he allowed BLM protests, even endorsed them, he allowed Ext. Reb. protests.Police took the knee whilst the virus was passed around.Khan is worse then the virus.'No risk' of catching coronavirus on the Tube, says Sadiq Khan https://t.co/zp7CBCbjTy via @MetroUK",1,Birmingham
128467,Rob Gilbert-Warsop,Bedford,England,,2021-01-08,¡°Approximately one in three people who have coronavirus have no symptoms and could be spreading it without realising it. ¡°- it¡¯s not me I had a test and I don¡¯t have coronavirus.  Phew. #Covid19UK,0,Bedford
128354,EmmaJK #NoWarPlease #YellowRose #RemainerNow,Southend-on-Sea,East,,2021-01-08,Why are medical staff having to throw away 1 in 6 vials of vaccine away? What a waste! https://t.co/shuzKZEFsE,0,Southend-on-Sea
128174,Owen Evans ????,Wokingham,Berkshire,,2021-01-08,Thankful to have had my first COVID-19 jab today https://t.co/N2mbASBZq1,4,Wokingham
128370,Duncan,East,Belfast,,2021-01-08,10 months later ???? https://t.co/KEOh1pJ2Z9,2,Belfast
128387,The Gordon Schools,Huntly,Aberdeenshire,,2021-01-08,"Go to our website, Covid19 Family Updates section to get the latest TGS Parent/Carer newsletter. Information to help with schooling over the next few weeks. ??",1,Aberdeenshire
128058,callum ???? ??????????????,York,,,2021-01-08,"My Grandad has been moved into palliative care overnight (#COVID19 Neg). He taught me how to iron my shirts when I was a boy, so I thought I¡¯d spruce myself up for #remotework.Once again, #NHSheroes are doing an amazing job looking after him as they did with Gran. #thankyou https://t.co/3FlGiNdMLd",3,York
128127,FentonSimpson,York,,,2021-01-08,"The housing market in England remains open during this national lockdown. For more info, click the link ???Fenton Simpson are here to help with arranging the best mortgage deal for you. Call us on 01904 435185 or email us at info@fentonsimpson.co.uk?https://t.co/QgxDGEBVIZ",2,York
128403,Charlotte,Wirral,,,2021-01-08,Suddenly a lot more grateful that I have had the 1st dose of the Pfizer jab ?? https://t.co/ydgmmKYSNs,3,Wirral
128380,Tracey xx,Wiltshire,,,2021-01-08,This upsets me so much and I'm not even in London. When will people realise staying home really does save lives #stayhome#NHSheroes #clappingwontmakeitbetter https://t.co/wY2GlkfkRx,1,Wiltshire
128497,Edward King,Warwickshire,,,2021-01-08,That¡¯s why we always stopped going out from day one https://t.co/NDlKlo0dxE,1,Warwickshire
128571,Darren Fleming,Wakefield,,,2021-01-08,Sure I saw this one hours ago @waltonyeah !!! https://t.co/Tbwc3yIeId,2,Wakefield
128018,Dominic ?,Surrey,,,2021-01-08,Be interested to know why Stanley Johnson gets his second Covid jab when myself and other front line NHS staff have had our appointments pushed back to *MARCH*. ?????? https://t.co/jZrxLInQE3,2,Surrey
128163,Tracey Franklin,Surrey,,,2021-01-08,"Good good, more positive news. https://t.co/luJWqbzKb0",4,Surrey
128343,Kris Day,Sunderland,,,2021-01-08,COVID-19 out of control in London? Just London then? Wonder if putting them in tier 2 when they should have been in 3 is anything to do with that.,2,Sunderland
128448,Allan Davis,Sunderland,,,2021-01-08,"One thing about this virus, it¡¯s proved how many idiots live in this country. https://t.co/2cZYVm41cC",1,Sunderland
128106,Amanda Ingram,Stockton-on-Tees,,,2021-01-08,OMG disgusting! https://t.co/9KvluRNPrF,3,Stockton-on-Tees
128402,Mike Phillips,Staffordshire,,,2021-01-08,"Ohh dear, ohh dear. ???¡á? https://t.co/uwdV8lkjJi",2,Staffordshire
128193,Rob Jack,Southampton,,,2021-01-08,#BBC saying no entry to UK without coronavirus test....not quite the truth is it BBC? Tory's have half heartedly gone about it again with drivers exempt! @grantshapps happy for us to keep dying....and freight moving,3,Southampton
128086,Ian Anderson,Shropshire,,,2021-01-08,Heartbroken ??. So sad for the entire country. #COVID19. Need to respect the rules and stay at home. #StaySafe https://t.co/x9s7oAEUh4,1,Shropshire
128359,Will Porter,Sheffield,,,2021-01-08,"""Where are all the kids?! ???¡â?"" - Ofsted https://t.co/ffey6v7HDg",2,Sheffield
128190,Lawrence Hall,Portsmouth,,,2021-01-08,Still owe me money 7 months down the line Michael. https://t.co/p53lYdTYmc,0,Portsmouth
128556,Matthew Winnington,Portsmouth,,,2021-01-08,Thanks for all the work you and your team are doing @MCubbonNHS. Under extreme circumstances working so hard  for the people of #Portsmouth &amp; the surrounding area. You have our huge appreciation for everything that is being done. @portsmouthtoday #thankyouNHS https://t.co/3QdtiAJ6uV,3,Portsmouth
128210,Dale Harris,Oldham,,,2021-01-08,"¡°Britain is an island nation, which is a massive advantage in a pandemic.¡± Interesting read on measures being taken elsewhere by Leaders in other countries that seem to have had more success combatting COVID-19 ?? ?? https://t.co/GbpeVmXGSD",1,Oldham
128155,ian Lindley#20Times,Nottingham,,,2021-01-08,FFS people stay in https://t.co/X6rnH4dGex,2,Nottingham
128110,Kallum Nolan,Manchester,,,2021-01-08,Was there a queue at the post office? https://t.co/tirIV2lhir,2,Manchester
128236,Tommy Dav,Manchester,,,2021-01-08,Surely all the players have been out and about and not following the rules??? Or is it just when City have  players with positive covid tests? https://t.co/21UCH3qKiR,1,Manchester
128297,Tommy Dav,Manchester,,,2021-01-08,Imagine if they done this in Feb/March. https://t.co/otGthMgEbH,3,Manchester
127974,Therese Rice LFC??NHS??,Liverpool,,,2021-01-08,This is still only a possibleBBC sport on breakfast news say final decision still to be made laterHope doNeed a footy fix tonight https://t.co/Kgiuel8AVu,3,Liverpool
128030,Megan,Liverpool,,,2021-01-08,Why are we only just doing this now? Should have been doing this months ago! https://t.co/6pfs195wNZ,2,Liverpool
128412,RSPB Liverpool,Liverpool,,,2021-01-08,2021 update: Currently our face-to-face group activities are suspended due to the coronavirus pandemic. There are no firm dates in the diary when these can and will resume. We will let you know when we know. https://t.co/VAb2mGhja3,2,Liverpool
128344,Spiggy ??????????????,Lincolnshire,,,2021-01-08,"@paulwarsash @BBCBreaking Allegedly the latest blurb is that, like the flu virus, this Covid-19 strain evolves to keep relevant. This vaccine will also need to evolve which will mean annual jabs, if not six monthly.",1,Lincolnshire
128066,Dr Theresa Eynon ?? ????????????????,Leicestershire,,,2021-01-08,"I hope that, now the military are involved, we will get fewer pseudo-Churchillian speeches and instead hear precise information regarding the availability of weapons to the front-line. #COVID19 #vaccine https://t.co/qKTDdPk66T",1,Leicestershire
127973,Bradams,Leicester,,,2021-01-08,RULE BRITANNIA https://t.co/mLpqyEsIha,3,Leicester
128198,Jonathan Faulkner,Leeds,,,2021-01-08,Speaks some sense. https://t.co/SNHa864O5R,0,Leeds
128201,Brad Webb,Leeds,,,2021-01-08,1 year too late fucking morons https://t.co/WT9rC4m9pc,2,Leeds
128356,Chlo ????,Leeds,,,2021-01-08,Fuck me is our govt 10 months behind every other country bar America?! https://t.co/w7AWY5H0BG,0,Leeds
128098,Duffmeister,Lancashire,,,2021-01-08,Lets hope all religions support this request for the sake of the wider community. @LancsResilience @blackburndarwen https://t.co/fNfyhhNYz4,1,Lancashire
128213,AlyssaDivineXXX,Kent,,,2021-01-08,"?? ???? Last night out before Xmas, my op &amp; lockdown 3 ????#LockdownLife ?? #Covid19???? #StaySafe #StayStrong ??https://t.co/ElfEqsi4Yg @ London, United Kingdom https://t.co/5Emi8t9ibW",0,Kent
128136,The Notorious F.A.T,Essex,,,2021-01-08,Makes sense to me if it can lead to more money going back/being saved to help the wider population https://t.co/q2bpKw6hK6,1,Essex
128082,Bill Etheridge,Dudley,,,2021-01-08,Catching the virus in hospital is an interesting connection . I wonder what proportion of those suffering caught it this way https://t.co/jaPV5O2ZjS,0,Dudley
128217,Bill Etheridge,Dudley,,,2021-01-08,Bloody hell going to have arms like dartboards are this rate ?? https://t.co/Ooj27rCdDl,1,Dudley
128065,Joshua Smith,Derbyshire,,,2021-01-08,"We know from experience the sooner you take action, the less time you take action for. 2 weeks now or 2 months later? https://t.co/IIPHQeiKum",0,Derbyshire
127947,Jonathan Marsh #FBPE ????????????????????,Cardiff,,,2021-01-08,"@realDonaldTrump On the day your rhetoric caused destruction and death at the Capitol, the Coronavirus, which you said would go away,?killed more Americans than on any other day:?3,915 deaths and over 250,000 new cases. What has unfolded whilst you have been President is a total tragedy.#COVID19",0,Cardiff
128072,Ruth Parness,Cardiff,,,2021-01-08,It¡¯s v ?? thoughts are with all around the world who have lost loved ones or been effected by the horrors of #COVID19 https://t.co/M7itHfU2Kq,3,Cardiff
128144,Hamish Auskerry,Cardiff,,,2021-01-08,"NEW: The Civil Contingencies Authority in Guernsey has agreed that no non- essential travel into the Bailiwick should take place, in light of developments with the coronavirus pandemic in the UK over recent days. I¡¯ll be live at 6 on @ITVChannelTV with all the latest.",3,Cardiff
128350,roshni bhatt,Cardiff,,,2021-01-08,@roshnibhattnews I remember flying into the UK last year without a simple temperature test. But countries like Fiji didn't let me enter without a simple temperature check. ????Has it just taken the UK nearly a year to implement Covid tests at the airport? ?? #COVID19 https://t.co/igXYClNo5b,2,Cardiff
128580,Cardiff Uni Sport ????,Cardiff,,,2021-01-08,Great to see former @CULRFC playmaker and @CardiffAlumni @RobynWilkins10 looking sharp in the new @cardiff_blues ladies kit. https://t.co/3sJFRJnX0r,4,Cardiff
128323,Cllr Bridget Smith ???,Cambridgeshire,,,2021-01-08,"Every death is a terrible tragedy. There have been 58 linked to Covid in the past month in our county. I have no doubt that these were adults of all ages. Please behave as if you have the disease. Hands, Face, Space.Stay at home. https://t.co/ixy4AAhqIY",0,Cambridgeshire
127995,Liz Palmer,Birmingham,,,2021-01-08,One infection - city in 3-day lockdown. That's the way to do it. We're way beyond that now but still lessons to be learnt. #COVID19won't be the last pandemic to hit the world. https://t.co/AWKV2YbUzk,2,Birmingham
127921,Philip McGowan,Belfast,,,2021-01-08,I suppose they only want to contract the English version of the virus too https://t.co/X2IaagH1pM,0,Belfast
127949,William Lambe,Belfast,,,2021-01-08,And so it begins... first order online this year canceled due to the fact it can't be delivered to Northern Ireland cause of Brexit and Covid-19,0,Belfast
128446,Kevin Sharkey,Belfast,,,2021-01-08,"Over 8,000 cases (via @IrishTimes) https://t.co/vKBFeCc6pQ",2,Belfast
128565,Victoria,Belfast,,,2021-01-08,Petition: Prevent any restrictions on those who refuse a Covid-19 vaccination https://t.co/10GEP9v23z,1,Belfast
128903,Donald Richardson ??,York,North,Yorkshire.,2021-01-09,Day spent in ED. Steady stream of Covid patients. All contracted at Christmas. Youngest in 30s with dreadful CXR changes and hypoxia. Tragic. York community rate soaring.Stay. At. Home #StaySafe #COVID19 https://t.co/5XRlL12MOi,1,York
128820,Amit Champaneri,Surrey,London,Leeds,2021-01-09,@BBCBreaking No-one can know for sure if they are all COVID-19 related but such a tragic number of deaths... RIP,2,Leeds
128826,Amit Champaneri,Surrey,London,Leeds,2021-01-09,@SkyNews No-one can know for sure if they are all  directly COVID-19 related but such a tragic number of deaths... RIP,2,Leeds
128619,Paul Campbell,Glasgow,-,Belfast,2021-01-09,Ireland https://t.co/Np97949YXM,3,Belfast
128646,David Ward,York,North,Yorkshire,2021-01-09,Game off #ycfc https://t.co/VItZMvxoXP,2,York
128706,Gareth Bouch,Bridgend,South,Wales,2021-01-09,Banana republics could laugh about how corrupt we are. https://t.co/hWczhWilrx,4,Bridgend
128694,Joel Hammond-Turner,Reading,Berkshire,UK,2021-01-09,"Current status: Isolating in the car whilst @MrsRammesses queues in the fresh air (cold) for her COVID-19 jab. She¡¯s been working at @BCCRadiotherapy throughout the pandemic, getting weekly tests while the family stays safe at home. #WhatAStar ??",1,Reading
128738,Cllr Paul Davis ???????,Beautifully,Green,Shropshire,2021-01-09,Can not thank @TelfordWrekin for ensuring there is a #COVID19 walk in centre in #Wellington - vitally important to me &amp; others as I help support a 93 year old in my bubble.  Reassuring to know I can be tested before visiting. Thank you ?? https://t.co/BjaeaPOjH9,3,Shropshire
128776,catman,back,in,Manchester,2021-01-09,Which did have thats one im having Bet it was astro zenica Oxford vaccine The Queen and Prince Philip receive Covid-19 vaccinehttps://t.co/HXEIsMv8ruSent via @updayUK,2,Manchester
128858,Mark Simms,Nottinghamshire,&,London,2021-01-09,"I¡¯m not sure there is a ¡±tolerable level of deaths¡± A decent society looks after the frail, the weak and the vulnerable first.. not one that lets them conveniently die in the right amounts so we can ¡°get back to normal¡±. I¡¯m not ready to give up on humanity just yet. You? https://t.co/bowlfrMK5E",1,Nottinghamshire
128653,Dr Noel Purdy,Belfast,Northern,Ireland,2021-01-09,Interesting article on return to remote learning I was pleased to contribute to. @StranCreu https://t.co/jVnkn0jAcq,0,Belfast
128879,Judith Glennon,Belfast,Northern,Ireland,2021-01-09,"Yeah congratulations to the police!! However too little too late!! Should have been enforced from day 1!! Still it¡¯s here now!! Food shop can be done once a week 30mins tops that includes walking in and out one person for whole house!!! Buy enough last week and half, local shops! https://t.co/ZZTT4lT4Z1",0,Belfast
128764,Alveley Community First Responders,Alveley,Shropshire,England,2021-01-09,This weekend Martin Lisa &amp; Mike have had their 1st #COVID19 vaccinations we are grateful that @OFFICIALWMAS have organised this for their front line volunteers alongside their full time staff As soon as your turn comes please have it done so we can beat this disease #StaySafe ?? https://t.co/vr2uZw7eLv,1,Shropshire
128677,Gary haddon,swad,Derby,England,2021-01-09,Just had a #COVID19 scare....Then remembered I'd bought reduced sugar and salt #bakedbeans #symptoms #pandemic https://t.co/NVeQApbVDD,0,Derby
128814,Paul Reid #FBPE ????????????????,Bromborough,Wirral,,2021-01-09,WTF is going on! https://t.co/FKd0X38TKQ,1,Wirral
128980,?? Gavin Rodda ???,Wrexham,Wales,,2021-01-09,Quite a number of my old work colleagues at Arriva Buses in @wrexham are off isolating with #COVID19 or are having to isolate due to being in contact with someone who's got it. I was told that 25 staff are currently off as it stands. Hope they recover soon.,0,Wrexham
128664,Charlotte Lawthom,Cardiff,Wales,,2021-01-09,This ?????? https://t.co/n361EiJjJ9,3,Cardiff
128811,Shane Andrews MBE,Cardiff,Wales,,2021-01-09,"Many of these deaths were sadly avoidable.  I remain optimistic that we can get inoculations sorted quickly &amp; begin to return to normality or something near that.  More than 80,000 UK Covid-19 deaths #covid19uk https://t.co/YN326f5Zgq",2,Cardiff
128856,Peter Gillibrand,Cardiff,Wales,,2021-01-09,@huwbbc I¡¯ve heard similar concerns in North Wales too... https://t.co/M1bok4U2fK,1,Cardiff
128948,Shane Andrews MBE,Cardiff,Wales,,2021-01-09,Tragic. https://t.co/vwdrt0TtIa,2,Cardiff
128641,Jane Gebbie ????,Bridgend,Wales,,2021-01-09,"Coronavirus: making women visible https://t.co/aC5NE1l819 women who are taking on most of the unpaid care work, children, elderly or disabled - women are frontline, lowest paid or insecure work or trapped in their homes, self-isolating with an abusive partner. ??",3,Bridgend
128792,Diane Sunderland,Worcestershire,UK,,2021-01-09,"@Matthew_Wright @MattHancock Friend's hubby had cancer but caught Covid19 in hospital,  she hadn't seen him for 11 days (so hadn't seen him since he was infected). Yet she's receiving shielding letters for him and letters telling her to isolate. Shambolic doesn't come close",1,Worcestershire
128915,City of Southend-On-Sea,Southend-on-Sea,UK,,2021-01-09,62 more coronavirus-related deaths recorded across #Essex hospitals https://t.co/oaREUX7EZ5,2,Southend-on-Sea
128631,Paul Traynor Bsc,Liverpool,UK,,2021-01-09,"@cllrkemp Whether we like it or not, Covid-19 is an endemic virus now. It has been present for many months in Europe and has fully spread through the UK population. Any hope that a testing  strategy will eliminate the virus at this stage is just fanciful https://t.co/BHw7IQIVQU",3,Liverpool
128795,Birmingham News,Birmingham,UK,,2021-01-09,Parents warned most common coronavirus symptoms in kids differ to adults https://t.co/4jgazzBpPa https://t.co/27wsyx9dp3,1,Birmingham
128877,Sir Freddie Scovell,Leigh,Surrey,,2021-01-09,@tims_myths @MrDarcy1815 @NeilDotObrien @toadmeister This article in the NYT makes reference as to why the WHO changed their stance. Their reluctance due to lack of scientific evidence was discussed in depth at the time. I am surprised you don't recall.https://t.co/mlnidgpMWP,0,Surrey
128662,David Preedy ?? #FBPE #FBPPR,Headley,Surrey,,2021-01-09,@JeanneBartram @MartinRemains For me they broke trust in March when they declared that Covid19 was NOT a High-Consequence Infectious Disease. As far as I can tell the ONLY reason was to reduce the PPE requirements for healthcare workers,1,Surrey
128799,@NorfolkBea@mastodonapp.uk????,Overstrand,Norfolk,,2021-01-09,Frontline workers have been at the heart of the nation¡¯s fight against the pandemic. It¡¯s vital their risk of contracting coronavirus is recognised.Sign this petition to prioritise all frontline workers for vaccination:https://t.co/npSft3Gl1G,0,Norfolk
128784,Together an Active Future,Pennine,Lancashire,,2021-01-09,As we enter another #lockdown it is important we look after ourselves as much as possible.  Being active will not only help maintain your physical strength but can help boost your mood &amp; wellbeing too. @NaheedYasara https://t.co/skIkd3zCTL,3,Lancashire
128762,Matthew Tomlinson,Leyland,Lancashire,,2021-01-09,In even bigger news.......so was my Dad! https://t.co/e98TynPZVd,3,Lancashire
128665,Simon Holland,Edenfield,Lancashire,,2021-01-09,"I agree but if the teams can please STOP the hugging etc and mixing AFTER the games, ¡®live¡¯ on TV, that would be a big help!!! ?????? https://t.co/u1vWiLq78u",3,Lancashire
128930,Sharon Carty ?????? FAIR PAY for Nurses & Carers??,Hornchurch,Essex,,2021-01-09,@WHO needs to challenge this. https://t.co/XF0hQSP9Mk,2,Essex
128685,Chigwell Primary,Chigwell,Essex,,2021-01-09,CRITICAL WORKER UPDATE The Government has updated the guidance to say parents and carers should keep their children at home if they can.https://t.co/y0z9u2vBkv,1,Essex
128900,Stanley_Walker,Warrington,England,,2021-01-09,This will really upset both EU and Spain as Gibraltarians get the jab before Spanish. https://t.co/BBvmT6DndU,0,Warrington
128676,John Scarlett,Stoke-on-Trent,England,,2021-01-09,"Are you going for the ""Covid"" injection ???Do you want a reliable taxi to take you there and back?Give JMS TOPGEAR TRAVEL a call ??. Happy to take you there and wait whilst you have the injection.NO waiting charges ever.#CovidVaccine #COVID19 #StokeOnTrent #stokeontrentlive https://t.co/MlSP6JavtN",1,Stoke-on-Trent
128737,Martin Booth ?????? (He/Him),Stoke-on-Trent,England,,2021-01-09,I have signed the petition calling for a public inquiry into the UK's response to the coronavirus outbreak.Sign here. https://t.co/JBE70fSg8L via @march_change,1,Stoke-on-Trent
128632,Louise Baldock ?? ??,Stockton-on-Tees,England,,2021-01-09,Whyever have they rejected the idea of all postal votes? It's the perfect solution. https://t.co/QKiFuBemGH,1,Stockton-on-Tees
128876,John,Sheffield,England,,2021-01-09,I didn't vote for Brexit but I always saw the appeal from a patriotic angle. Seeing this on our streets makes me ashamed of what Britain is now about. The Brexiteer's victory must feel miserably hollow. Policing by consent ?? https://t.co/vo88BEXwpV,3,Sheffield
128715,Rachael Slavin,Rotherham,England,,2021-01-09,"Petition: Prioritise teachers, school and childcare staff for Covid-19 vaccination https://t.co/z6WvF5XVUi The company I work for relies on School¡¯s being open. Please spare a minute to sign ?? #COVID19 #schoolclosures #TeachersAreHeroes",3,Rotherham
128845,emma major,Reading,England,,2021-01-09,"A mega #poem in a very different style for me.  Talking #politics #COVID19 #Trump #BorisJohnson #ClimateAction #poverty and more.The text is tiny in the image and won't fit in the alt text, so I'll post it in a thread.... https://t.co/NoSW8KaYxx",0,Reading
128610,Daniel Son,Portsmouth,England,,2021-01-09,This is bad. Stay at home please people of Pompey https://t.co/YbHeQRsipk,1,Portsmouth
128746,Ashley Law,Portsmouth,England,,2021-01-09,"Covid is frightening for everyone (who believes in it ??).The staff are worried about their patients, they are worried about each other, they are worried about how long we can continue to work like this.#StayHome #StaySafe #protecttheNHS https://t.co/qmMgV7YDup",3,Portsmouth
128605,??? ???????????,Peterborough,England,,2021-01-09,"Since I've no idea who I'll vote for, it really doesn't matter. https://t.co/X4QOHnN9Sn",1,Peterborough
128941,Joanne Dalrymple-Smith,Peterborough,England,,2021-01-09,Please wear your mask correctly to protect yourself and others it is absolutely essential at all times plus socially distance and wash and sanitise your hands https://t.co/PXJu6iUF92,2,Peterborough
128608,Never Steer Calmer ??,Oldham,England,,2021-01-09,"I wonder which will be cancelled first, these or the football season. @LabourShaw https://t.co/3MWTP01mCC",2,Oldham
128618,Never Steer Calmer ??,Oldham,England,,2021-01-09,Still as relevant as 10 months ago.@LabourShaw https://t.co/r46yMEPyxh,2,Oldham
128832,Never Steer Calmer ??,Oldham,England,,2021-01-09,Usually he cannot string together a full sentence. Its probably better that he doesnt. https://t.co/CJuhyGk2Dz,0,Oldham
128698,Beeline VIP Coaches,Manchester,England,,2021-01-09,"So proud of the missus today, she unselfishly gives up 2 of her only days off to administer the COVID-19 vaccine to over 1,000 local older patients..... Not all heroes wear capes !!#notallheroeswearcapes #nhsengland #simpsonmedical https://t.co/gAzbwT6MzW",1,Manchester
128721,Jo Taylor,Manchester,England,,2021-01-09,I wi be requesting mine in my thigh or ¡°buttocks¡± as no lymph nodes in either axilla ... (removed due to #metastaticbreastcancer) that¡¯s hoping I can have it being allergic to taxol ?? RT @bccww #vaccine #allergicreaction #BusyLivingWithMets https://t.co/lS7wSXXclW,1,Manchester
128753,Aaqil Mahmood,Manchester,England,,2021-01-09,"No travels, stayed home mostly #covid19 https://t.co/TvKWSDSdk4",2,Manchester
128760,Gill ?????????????????,Manchester,England,,2021-01-09,"If yu wonder why #CloseTheBordersNow is so important, read this artical! https://t.co/KYboKIhDaQ",2,Manchester
128781,Political Gambler,Manchester,England,,2021-01-09,Carnage at the Masters! https://t.co/3MgD5GqhvT,3,Manchester
